Dia;Mes;Año;Temperatura media;Humedad media;Rocío medio;Presión media;Velocidad media;Racha media;Dirección media;Precipitación mensual;Precipitación anual;Intensidad máxima por minuto;Temperatura máxima;Temperatura mínima;Humedad máxima;Humedad mínima;Presión máxima;Presión mínima;Velocidad media máxima;Racha máxima
12;Febrero;2019;6.5°C;64%;-0.2°C;1031.2 hPa;0.2 km/h;0.9 km/h;334° (NNO);7.2 mm;19.6 mm;0.0 mm el 12 a las 23:59;12.6°C el 12 a las 17:34;0.9°C el 12 a las 07:43;84% el 12 a las 07:56;39% el 12 a las 16:56;1032.7 hPa el 12 a las 12:18;1030.1 hPa el 12 a las 16:43;7.4 km/h el 12 a las 15:01;11.1 km/h  del 05°(N) el 12 a las 10:16
13;Febrero;2019;7.1°C;65%;0.7°C;1030.5 hPa;0.1 km/h;0.5 km/h;246° (OSO);7.2 mm;19.6 mm;0.0 mm el 13 a las 23:59;15.6°C el 13 a las 15:45;0.3°C el 13 a las 07:59;86% el 13 a las 08:04;41% el 13 a las 16:44;1031.8 hPa el 13 a las 12:25;1028.8 hPa el 13 a las 18:03;5.6 km/h el 13 a las 17:04;11.1 km/h  del 283°(ONO) el 13 a las 14:58
14;Febrero;2019;6.3°C;67%;0.1°C;1030.9 hPa;0.2 km/h;0.9 km/h;168° (SSE);7.2 mm;19.6 mm;0.0 mm el 14 a las 23:59;12.7°C el 14 a las 17:38;-0.1°C el 14 a las 08:48;87% el 14 a las 09:15;43% el 14 a las 13:55;1033.2 hPa el 14 a las 09:52;1028.8 hPa el 14 a las 18:15;7.4 km/h el 14 a las 13:48;16.7 km/h  del 163°(SSE) el 14 a las 14:10
15;Febrero;2019;6.9°C;68%;1.0°C;1028.3 hPa;0.1 km/h;0.4 km/h;111° (ESE);7.2 mm;19.6 mm;0.0 mm el 15 a las 23:59;15.6°C el 15 a las 16:01;-0.1°C el 15 a las 08:19;89% el 15 a las 09:17;42% el 15 a las 15:36;1030.3 hPa el 15 a las 10:09;1025.5 hPa el 15 a las 18:39;5.6 km/h el 15 a las 15:31;9.3 km/h  del 130°(SE) el 15 a las 15:30
16;Febrero;2019;9.1°C;59%;0.3°C;1026.3 hPa;0.6 km/h;2.1 km/h;119° (ESE);7.2 mm;19.6 mm;0.0 mm el 16 a las 23:59;16.9°C el 16 a las 15:47;2.3°C el 16 a las 06:22;92% el 16 a las 08:47;29% el 16 a las 15:47;1028.1 hPa el 16 a las 11:30;1023.7 hPa el 16 a las 18:11;11.1 km/h el 16 a las 17:14;18.5 km/h  del 129°(SE) el 16 a las 17:54
17;Febrero;2019;7.8°C;50%;-2.8°C;1022.9 hPa;0.1 km/h;0.8 km/h;121° (ESE);7.2 mm;19.6 mm;0.0 mm el 17 a las 23:59;14.9°C el 17 a las 16:12;-0.4°C el 17 a las 08:47;79% el 17 a las 09:02;27% el 17 a las 14:06;1026.0 hPa el 17 a las 01:43;1019.2 hPa el 17 a las 18:50;7.4 km/h el 17 a las 11:35;16.7 km/h  del 134°(SE) el 17 a las 11:33
18;Febrero;2019;7.0°C;67%;1.1°C;1019.4 hPa;0.1 km/h;0.8 km/h;57° (ENE);7.2 mm;19.6 mm;0.0 mm el 18 a las 23:59;13.9°C el 18 a las 17:51;1.5°C el 18 a las 06:49;86% el 18 a las 07:01;47% el 18 a las 17:31;1020.8 hPa el 18 a las 09:32;1017.3 hPa el 18 a las 17:40;5.6 km/h el 18 a las 14:45;16.7 km/h  del 037°(NE) el 18 a las 14:22
19;Febrero;2019;7.9°C;70%;2.5°C;1020.0 hPa;0.2 km/h;0.7 km/h;73° (ENE);7.2 mm;19.6 mm;0.0 mm el 19 a las 23:59;14.1°C el 19 a las 16:04;2.3°C el 19 a las 07:43;90% el 19 a las 08:18;47% el 19 a las 16:13;1021.3 hPa el 19 a las 10:53;1018.1 hPa el 19 a las 17:50;5.6 km/h el 19 a las 16:27;11.1 km/h  del 126°(SE) el 19 a las 13:04
20;Febrero;2019;7.7°C;73%;2.9°C;1023.3 hPa;0.2 km/h;0.9 km/h;152° (SSE);7.2 mm;19.6 mm;0.0 mm el 20 a las 23:59;14.8°C el 20 a las 16:01;1.3°C el 20 a las 07:35;92% el 20 a las 07:53;49% el 20 a las 16:00;1025.9 hPa el 20 a las 23:58;1020.8 hPa el 20 a las 00:47;9.3 km/h el 20 a las 16:01;14.8 km/h  del 193°(SSO) el 20 a las 16:01
21;Febrero;2019;8.6°C;65%;1.6°C;1028.1 hPa;0.2 km/h;1.1 km/h;146° (SE);7.2 mm;19.6 mm;0.0 mm el 21 a las 23:59;16.8°C el 21 a las 16:03;1.6°C el 21 a las 08:40;92% el 21 a las 09:10;34% el 21 a las 17:38;1031.7 hPa el 21 a las 23:59;1025.9 hPa el 21 a las 00:20;7.4 km/h el 21 a las 15:16;16.7 km/h  del 132°(SE) el 21 a las 15:16
22;Febrero;2019;9.1°C;53%;-1.1°C;1031.3 hPa;0.1 km/h;0.6 km/h;172° (S);7.2 mm;19.6 mm;0.0 mm el 22 a las 23:59;18.3°C el 22 a las 15:19;1.4°C el 22 a las 07:37;80% el 22 a las 07:50;23% el 22 a las 15:33;1032.9 hPa el 22 a las 10:13;1029.6 hPa el 22 a las 18:08;7.4 km/h el 22 a las 15:43;14.8 km/h  del 159°(SSE) el 22 a las 15:19
23;Febrero;2019;9.3°C;52%;-0.9°C;1029.1 hPa;0.1 km/h;0.6 km/h;208° (SSO);7.2 mm;19.6 mm;0.0 mm el 23 a las 23:59;19.2°C el 23 a las 15:32;0.1°C el 23 a las 08:48;79% el 23 a las 08:59;27% el 23 a las 15:13;1031.3 hPa el 23 a las 10:24;1026.6 hPa el 23 a las 18:22;7.4 km/h el 23 a las 13:59;14.8 km/h  del 172°(S) el 23 a las 13:58
24;Febrero;2019;10.8°C;52%;0.6°C;1029.8 hPa;0.2 km/h;0.9 km/h;135° (SE);7.2 mm;19.6 mm;0.0 mm el 24 a las 23:59;18.8°C el 24 a las 15:40;3.1°C el 24 a las 07:39;73% el 24 a las 07:46;29% el 24 a las 15:46;1032.0 hPa el 24 a las 23:59;1028.3 hPa el 24 a las 04:37;7.4 km/h el 24 a las 16:31;14.8 km/h  del 157°(SSE) el 24 a las 14:58
25;Febrero;2019;10.5°C;59%;2.2°C;1030.6 hPa;0.3 km/h;1.1 km/h;143° (SE);7.2 mm;19.6 mm;0.0 mm el 25 a las 23:59;18.6°C el 25 a las 15:51;2.7°C el 25 a las 07:33;83% el 25 a las 07:34;36% el 25 a las 15:42;1032.3 hPa el 25 a las 10:50;1028.2 hPa el 25 a las 18:17;7.4 km/h el 25 a las 14:41;14.8 km/h  del 159°(SSE) el 25 a las 15:11
26;Febrero;2019;11.0°C;55%;0.9°C;1028.9 hPa;0.5 km/h;1.7 km/h;139° (SE);7.2 mm;19.6 mm;0.0 mm el 26 a las 23:59;19.6°C el 26 a las 17:25;3.3°C el 26 a las 07:29;88% el 26 a las 08:05;23% el 26 a las 17:42;1030.3 hPa el 26 a las 11:38;1027.3 hPa el 26 a las 16:57;9.3 km/h el 26 a las 16:17;16.7 km/h  del 147°(SSE) el 26 a las 18:02
27;Febrero;2019;11.0°C;47%;-0.8°C;1027.7 hPa;0.2 km/h;1.0 km/h;154° (SSE);7.2 mm;19.6 mm;0.0 mm el 27 a las 23:59;19.6°C el 27 a las 15:58;2.5°C el 27 a las 08:27;72% el 27 a las 08:36;24% el 27 a las 16:24;1029.3 hPa el 27 a las 01:20;1026.1 hPa el 27 a las 18:14;9.3 km/h el 27 a las 15:23;16.7 km/h  del 159°(SSE) el 27 a las 16:13
28;Febrero;2019;10.5°C;55%;1.1°C;1027.4 hPa;0.1 km/h;0.4 km/h;236° (SO);7.2 mm;19.6 mm;0.0 mm el 28 a las 23:57;18.9°C el 28 a las 14:26;2.1°C el 28 a las 07:39;76% el 28 a las 07:47;31% el 28 a las 15:46;1029.4 hPa el 28 a las 10:27;1025.7 hPa el 28 a las 19:04;5.6 km/h el 28 a las 13:50;14.8 km/h  del 226°(SO) el 28 a las 13:49
1;Marzo;2019;11.5°C;54%;1.9°C;1023.8 hPa;0.4 km/h;1.4 km/h;180° (S);0.0 mm;19.6 mm;0.0 mm el 01 a las 00:00;19.4°C el 01 a las 15:44;3.6°C el 01 a las 08:42;79% el 01 a las 08:47;31% el 01 a las 14:40;1026.1 hPa el 01 a las 00:18;1020.8 hPa el 01 a las 18:12;9.3 km/h el 01 a las 16:50;16.7 km/h  del 163°(SSE) el 01 a las 17:09
2;Marzo;2019;12.3°C;53%;2.6°C;1024.1 hPa;0.5 km/h;1.7 km/h;217° (SO);0.0 mm;19.6 mm;0.0 mm el 02 a las 23:59;19.6°C el 02 a las 15:52;4.3°C el 02 a las 08:49;80% el 02 a las 09:09;35% el 02 a las 17:37;1025.9 hPa el 02 a las 12:18;1022.7 hPa el 02 a las 18:33;9.3 km/h el 02 a las 17:09;16.7 km/h  del 162°(SSE) el 02 a las 18:09
3;Marzo;2019;11.5°C;57%;2.8°C;1022.3 hPa;1.0 km/h;3.2 km/h;220° (SO);0.0 mm;19.6 mm;0.0 mm el 03 a las 23:59;19.9°C el 03 a las 15:42;2.4°C el 03 a las 08:05;80% el 03 a las 08:07;30% el 03 a las 15:31;1024.9 hPa el 03 a las 10:28;1019.2 hPa el 03 a las 23:59;14.8 km/h el 03 a las 16:15;29.6 km/h  del 182°(S) el 03 a las 15:21
4;Marzo;2019;11.3°C;72%;6.3°C;1018.0 hPa;1.5 km/h;5.9 km/h;192° (SSO);0.0 mm;19.6 mm;0.0 mm el 04 a las 23:59;15.9°C el 04 a las 13:56;8.1°C el 04 a las 05:07;92% el 04 a las 07:37;55% el 04 a las 17:21;1019.4 hPa el 04 a las 01:07;1016.7 hPa el 04 a las 18:00;13.0 km/h el 04 a las 11:10;27.8 km/h  del 154°(SSE) el 04 a las 14:22
5;Marzo;2019;10.9°C;70%;5.5°C;1015.7 hPa;1.0 km/h;3.6 km/h;175° (S);0.0 mm;19.6 mm;0.0 mm el 05 a las 23:59;14.9°C el 05 a las 15:14;7.2°C el 05 a las 08:41;81% el 05 a las 08:56;55% el 05 a las 15:20;1018.2 hPa el 05 a las 00:14;1011.5 hPa el 05 a las 23:59;14.8 km/h el 05 a las 15:53;25.9 km/h  del 160°(SSE) el 05 a las 15:50
6;Marzo;2019;9.9°C;82%;6.9°C;1006.6 hPa;3.8 km/h;10.3 km/h;182° (S);7.8 mm;27.4 mm;0.4 mm el 06 a las 14:00;12.7°C el 06 a las 00:42;5.9°C el 06 a las 23:59;94% el 06 a las 15:21;67% el 06 a las 18:48;1012.4 hPa el 06 a las 23:59;1001.3 hPa el 06 a las 13:52;22.2 km/h el 06 a las 13:38;42.6 km/h  del 168°(SSE) el 06 a las 13:37
7;Marzo;2019;7.2°C;73%;2.4°C;1015.9 hPa;1.3 km/h;4.2 km/h;194° (SSO);7.8 mm;27.4 mm;0.0 mm el 07 a las 23:59;11.5°C el 07 a las 15:27;2.4°C el 07 a las 06:48;95% el 07 a las 01:39;47% el 07 a las 15:33;1018.4 hPa el 07 a las 11:06;1012.4 hPa el 07 a las 00:16;13.0 km/h el 07 a las 16:04;24.1 km/h  del 155°(SSE) el 07 a las 17:25
8;Marzo;2019;9.5°C;70%;3.9°C;1022.0 hPa;0.2 km/h;0.9 km/h;165° (SSE);7.8 mm;27.4 mm;0.0 mm el 08 a las 23:59;14.8°C el 08 a las 16:39;4.3°C el 08 a las 08:24;92% el 08 a las 09:26;45% el 08 a las 18:18;1028.3 hPa el 08 a las 23:58;1017.7 hPa el 08 a las 04:52;7.4 km/h el 08 a las 14:18;14.8 km/h  del 123°(ESE) el 08 a las 11:47
9;Marzo;2019;10.5°C;65%;3.7°C;1030.6 hPa;0.1 km/h;0.8 km/h;167° (SSE);7.8 mm;27.4 mm;0.0 mm el 09 a las 23:59;17.8°C el 09 a las 17:02;2.9°C el 09 a las 07:40;92% el 09 a las 06:28;41% el 09 a las 15:34;1033.0 hPa el 09 a las 11:25;1028.2 hPa el 09 a las 00:14;5.6 km/h el 09 a las 13:49;9.3 km/h  del 132°(SE) el 09 a las 17:13
10;Marzo;2019;13.1°C;65%;5.8°C;1028.9 hPa;1.6 km/h;3.7 km/h;247° (OSO);7.8 mm;27.4 mm;0.0 mm el 10 a las 23:59;22.3°C el 10 a las 16:52;3.8°C el 10 a las 07:45;92% el 10 a las 09:05;35% el 10 a las 17:43;1031.2 hPa el 10 a las 09:40;1026.1 hPa el 10 a las 17:18;16.7 km/h el 10 a las 18:16;31.5 km/h  del 297°(ONO) el 10 a las 18:17
11;Marzo;2019;13.3°C;64%;6.4°C;1027.5 hPa;0.2 km/h;1.0 km/h;283° (ONO);7.8 mm;27.4 mm;0.0 mm el 11 a las 23:59;18.8°C el 11 a las 17:10;8.3°C el 11 a las 07:43;85% el 11 a las 08:54;46% el 11 a las 18:27;1029.2 hPa el 11 a las 10:36;1026.3 hPa el 11 a las 18:58;5.6 km/h el 11 a las 12:13;14.8 km/h  del 321°(NO) el 11 a las 15:41
12;Marzo;2019;12.5°C;61%;4.7°C;1025.1 hPa;1.1 km/h;3.4 km/h;218° (SO);7.8 mm;27.4 mm;0.0 mm el 12 a las 23:59;20.9°C el 12 a las 16:09;3.8°C el 12 a las 08:06;82% el 12 a las 08:19;40% el 12 a las 17:12;1028.4 hPa el 12 a las 00:46;1021.0 hPa el 12 a las 17:41;13.0 km/h el 12 a las 15:12;25.9 km/h  del 155°(SSE) el 12 a las 17:43
13;Marzo;2019;10.9°C;55%;1.7°C;1024.9 hPa;6.0 km/h;11.2 km/h;300° (ONO);7.8 mm;27.4 mm;0.0 mm el 13 a las 23:59;14.1°C el 13 a las 14:41;6.1°C el 13 a las 23:59;72% el 13 a las 07:52;35% el 13 a las 12:43;1029.4 hPa el 13 a las 23:59;1021.1 hPa el 13 a las 04:28;18.5 km/h el 13 a las 04:21;31.5 km/h  del 302°(ONO) el 13 a las 03:49
14;Marzo;2019;8.9°C;57%;0.1°C;1029.0 hPa;0.3 km/h;1.3 km/h;238° (OSO);7.8 mm;27.4 mm;0.0 mm el 14 a las 23:59;17.4°C el 14 a las 17:35;0.4°C el 14 a las 07:07;87% el 14 a las 07:46;33% el 14 a las 18:35;1031.4 hPa el 14 a las 09:38;1026.6 hPa el 14 a las 18:20;7.4 km/h el 14 a las 18:17;16.7 km/h  del 175°(S) el 14 a las 15:25
15;Marzo;2019;12.3°C;48%;0.3°C;1026.2 hPa;0.3 km/h;1.1 km/h;163° (SSE);7.8 mm;27.4 mm;0.0 mm el 15 a las 23:59;22.3°C el 15 a las 17:07;1.7°C el 15 a las 08:03;80% el 15 a las 08:12;25% el 15 a las 18:32;1028.8 hPa el 15 a las 00:05;1023.4 hPa el 15 a las 18:30;9.3 km/h el 15 a las 16:16;16.7 km/h  del 162°(SSE) el 15 a las 16:15
16;Marzo;2019;14.2°C;45%;1.3°C;1020.5 hPa;0.4 km/h;1.5 km/h;184° (S);7.8 mm;27.4 mm;0.0 mm el 16 a las 23:59;23.7°C el 16 a las 16:00;4.6°C el 16 a las 06:54;75% el 16 a las 08:18;22% el 16 a las 15:14;1024.7 hPa el 16 a las 00:11;1016.2 hPa el 16 a las 23:59;11.1 km/h el 16 a las 17:01;24.1 km/h  del 154°(SSE) el 16 a las 17:01
17;Marzo;2019;13.1°C;47%;1.6°C;1016.3 hPa;3.8 km/h;7.5 km/h;284° (ONO);7.8 mm;27.4 mm;0.0 mm el 17 a las 23:59;18.7°C el 17 a las 15:19;7.5°C el 17 a las 07:56;63% el 17 a las 23:21;30% el 17 a las 12:47;1019.5 hPa el 17 a las 23:59;1014.9 hPa el 17 a las 16:38;22.2 km/h el 17 a las 18:03;35.2 km/h  del 287°(ONO) el 17 a las 18:03
18;Marzo;2019;9.5°C;48%;-1.7°C;1022.8 hPa;0.8 km/h;3.7 km/h;25° (NNE);7.8 mm;27.4 mm;0.0 mm el 18 a las 23:59;15.1°C el 18 a las 17:01;2.7°C el 18 a las 08:22;69% el 18 a las 08:20;29% el 18 a las 14:43;1025.1 hPa el 18 a las 23:48;1019.5 hPa el 18 a las 00:01;5.6 km/h el 18 a las 17:18;18.5 km/h  del 05°(N) el 18 a las 04:57
19;Marzo;2019;10.2°C;49%;-0.2°C;1024.3 hPa;2.2 km/h;6.1 km/h;358° (N);7.8 mm;27.4 mm;0.0 mm el 19 a las 23:59;15.4°C el 19 a las 14:49;6.0°C el 19 a las 07:30;64% el 19 a las 06:11;36% el 19 a las 17:59;1026.6 hPa el 19 a las 23:59;1022.2 hPa el 19 a las 17:14;18.5 km/h el 19 a las 13:06;27.8 km/h  del 325°(NO) el 19 a las 13:06
20;Marzo;2019;8.6°C;50%;-1.7°C;1026.5 hPa;0.8 km/h;3.0 km/h;31° (NNE);7.8 mm;27.4 mm;0.0 mm el 20 a las 23:59;14.3°C el 20 a las 17:14;1.1°C el 20 a las 07:58;80% el 20 a las 08:04;31% el 20 a las 18:31;1028.0 hPa el 20 a las 11:12;1024.6 hPa el 20 a las 18:04;9.3 km/h el 20 a las 13:13;22.2 km/h  del 076°(ENE) el 20 a las 13:13
21;Marzo;2019;8.7°C;47%;-2.5°C;1026.8 hPa;0.4 km/h;1.4 km/h;86° (E);7.8 mm;27.4 mm;0.0 mm el 21 a las 23:59;14.7°C el 21 a las 16:56;0.6°C el 21 a las 07:55;72% el 21 a las 07:58;28% el 21 a las 17:16;1028.7 hPa el 21 a las 08:55;1024.4 hPa el 21 a las 17:43;9.3 km/h el 21 a las 15:08;16.7 km/h  del 143°(SE) el 21 a las 15:07
22;Marzo;2019;9.9°C;49%;-1.0°C;1026.7 hPa;0.3 km/h;1.4 km/h;73° (ENE);7.8 mm;27.4 mm;0.0 mm el 22 a las 23:59;17.7°C el 22 a las 16:25;0.8°C el 22 a las 07:47;74% el 22 a las 07:52;29% el 22 a las 16:39;1028.3 hPa el 22 a las 10:25;1024.0 hPa el 22 a las 18:01;7.4 km/h el 22 a las 17:21;16.7 km/h  del 128°(SE) el 22 a las 16:57
23;Marzo;2019;12.5°C;52%;2.2°C;1024.5 hPa;0.6 km/h;2.3 km/h;114° (ESE);7.8 mm;27.4 mm;0.0 mm el 23 a las 23:59;20.0°C el 23 a las 15:26;4.0°C el 23 a las 06:49;80% el 23 a las 08:24;30% el 23 a las 15:40;1027.1 hPa el 23 a las 02:18;1021.3 hPa el 23 a las 18:01;11.1 km/h el 23 a las 14:02;20.4 km/h  del 133°(SE) el 23 a las 16:15
24;Marzo;2019;13.6°C;48%;1.7°C;1022.0 hPa;0.4 km/h;1.7 km/h;120° (ESE);7.8 mm;27.4 mm;0.0 mm el 24 a las 23:59;20.6°C el 24 a las 15:30;5.1°C el 24 a las 07:39;78% el 24 a las 08:19;24% el 24 a las 14:57;1024.0 hPa el 24 a las 10:05;1019.5 hPa el 24 a las 19:00;11.1 km/h el 24 a las 14:52;20.4 km/h  del 124°(SE) el 24 a las 14:51
25;Marzo;2019;13.4°C;42%;-0.2°C;1019.5 hPa;0.6 km/h;2.6 km/h;75° (ENE);7.8 mm;27.4 mm;0.0 mm el 25 a las 23:59;21.1°C el 25 a las 16:20;5.1°C el 25 a las 07:29;64% el 25 a las 07:39;24% el 25 a las 15:58;1022.4 hPa el 25 a las 01:59;1015.9 hPa el 25 a las 18:55;7.4 km/h el 25 a las 23:46;18.5 km/h  del 011°(N) el 25 a las 23:45
26;Marzo;2019;12.9°C;39%;-1.9°C;1017.8 hPa;2.5 km/h;8.3 km/h;15° (NNE);7.8 mm;27.4 mm;0.0 mm el 26 a las 23:59;20.9°C el 26 a las 16:30;6.2°C el 26 a las 07:37;61% el 26 a las 07:11;18% el 26 a las 19:36;1020.6 hPa el 26 a las 23:59;1015.2 hPa el 26 a las 17:20;9.3 km/h el 26 a las 18:44;24.1 km/h  del 355°(N) el 26 a las 08:38
27;Marzo;2019;10.7°C;36%;-4.3°C;1022.6 hPa;0.2 km/h;1.2 km/h;55° (NE);7.8 mm;27.4 mm;0.0 mm el 27 a las 23:59;18.0°C el 27 a las 17:09;1.4°C el 27 a las 07:26;58% el 27 a las 09:17;21% el 27 a las 18:20;1024.5 hPa el 27 a las 10:21;1020.6 hPa el 27 a las 00:03;5.6 km/h el 27 a las 14:45;11.1 km/h  del 142°(SE) el 27 a las 16:35
28;Marzo;2019;11.3°C;35%;-4.2°C;1025.0 hPa;0.3 km/h;1.3 km/h;96° (E);7.8 mm;27.4 mm;0.0 mm el 28 a las 23:59;17.6°C el 28 a las 17:29;2.3°C el 28 a las 07:31;57% el 28 a las 07:31;21% el 28 a las 17:55;1027.3 hPa el 28 a las 08:40;1022.3 hPa el 28 a las 18:10;5.6 km/h el 28 a las 16:55;11.1 km/h  del 136°(SE) el 28 a las 17:58
29;Marzo;2019;10.8°C;43%;-1.8°C;1023.2 hPa;1.5 km/h;4.0 km/h;126° (SE);7.8 mm;27.4 mm;0.0 mm el 29 a las 23:59;17.6°C el 29 a las 16:34;3.2°C el 29 a las 07:35;61% el 29 a las 07:52;25% el 29 a las 16:16;1025.6 hPa el 29 a las 09:05;1020.0 hPa el 29 a las 18:07;11.1 km/h el 29 a las 23:56;22.2 km/h  del 134°(SE) el 29 a las 22:56
30;Marzo;2019;11.1°C;49%;0.2°C;1018.9 hPa;0.5 km/h;1.8 km/h;119° (ESE);7.8 mm;27.4 mm;0.0 mm el 30 a las 23:59;17.6°C el 30 a las 17:07;2.9°C el 30 a las 07:50;75% el 30 a las 07:52;28% el 30 a las 18:36;1022.3 hPa el 30 a las 01:26;1015.0 hPa el 30 a las 18:01;9.3 km/h el 30 a las 15:19;18.5 km/h  del 126°(SE) el 30 a las 15:17
31;Marzo;2019;9.9°C;72%;5.0°C;1013.4 hPa;0.1 km/h;0.8 km/h;102° (ESE);9.4 mm;29.0 mm;0.2 mm el 31 a las 14:19;12.2°C el 31 a las 16:39;5.7°C el 31 a las 08:29;86% el 31 a las 14:48;55% el 31 a las 12:05;1016.0 hPa el 31 a las 01:02;1011.3 hPa el 31 a las 19:40;5.6 km/h el 31 a las 12:05;9.3 km/h  del 028°(NNE) el 31 a las 17:28
1;Abril;2019;11.5°C;74%;6.7°C;1013.3 hPa;0.3 km/h;1.3 km/h;62° (ENE);0.0 mm;29.0 mm;0.0 mm el 01 a las 00:00;16.2°C el 01 a las 18:12;7.9°C el 01 a las 08:10;92% el 01 a las 02:55;52% el 01 a las 19:32;1014.6 hPa el 01 a las 12:44;1011.9 hPa el 01 a las 19:27;9.3 km/h el 01 a las 14:51;16.7 km/h  del 148°(SSE) el 01 a las 14:30
2;Abril;2019;11.6°C;72%;6.4°C;1013.6 hPa;0.7 km/h;1.9 km/h;198° (SSO);0.2 mm;29.2 mm;0.2 mm el 02 a las 15:27;17.3°C el 02 a las 14:23;6.6°C el 02 a las 07:44;90% el 02 a las 08:12;47% el 02 a las 14:28;1015.3 hPa el 02 a las 12:02;1011.6 hPa el 02 a las 21:08;14.8 km/h el 02 a las 16:44;25.9 km/h  del 276°(O) el 02 a las 17:12
3;Abril;2019;10.0°C;57%;1.2°C;1006.4 hPa;5.5 km/h;9.6 km/h;294° (ONO);0.2 mm;29.2 mm;0.0 mm el 03 a las 23:59;13.9°C el 03 a las 17:40;5.3°C el 03 a las 07:41;79% el 03 a las 01:14;34% el 03 a las 20:45;1011.8 hPa el 03 a las 00:25;1002.7 hPa el 03 a las 20:29;22.2 km/h el 03 a las 20:18;35.2 km/h  del 332°(NNO) el 03 a las 14:30
4;Abril;2019;8.0°C;45%;-3.9°C;1003.4 hPa;1.0 km/h;3.3 km/h;245° (OSO);0.2 mm;29.2 mm;0.0 mm el 04 a las 23:59;13.9°C el 04 a las 18:06;1.1°C el 04 a las 07:47;68% el 04 a las 08:20;25% el 04 a las 17:18;1005.9 hPa el 04 a las 11:28;999.9 hPa el 04 a las 23:59;13.0 km/h el 04 a las 14:58;22.2 km/h  del 162°(SSE) el 04 a las 16:38
5;Abril;2019;6.0°C;82%;3.0°C;999.4 hPa;2.0 km/h;5.6 km/h;207° (SSO);4.0 mm;33.0 mm;0.2 mm el 05 a las 18:07;10.3°C el 05 a las 00:02;3.6°C el 05 a las 23:59;96% el 05 a las 17:00;40% el 05 a las 00:53;1002.2 hPa el 05 a las 23:53;997.5 hPa el 05 a las 16:25;20.4 km/h el 05 a las 13:49;37.0 km/h  del 242°(OSO) el 05 a las 17:56
6;Abril;2019;5.8°C;82%;2.8°C;1003.4 hPa;2.3 km/h;6.6 km/h;234° (SO);5.4 mm;34.4 mm;0.2 mm el 06 a las 12:02;10.9°C el 06 a las 16:58;1.9°C el 06 a las 07:06;93% el 06 a las 12:29;57% el 06 a las 18:36;1006.7 hPa el 06 a las 23:59;1001.8 hPa el 06 a las 16:45;13.0 km/h el 06 a las 19:25;29.6 km/h  del 155°(SSE) el 06 a las 16:59
7;Abril;2019;7.2°C;76%;3.0°C;1010.8 hPa;1.3 km/h;3.9 km/h;240° (OSO);7.8 mm;36.8 mm;0.2 mm el 07 a las 20:49;12.9°C el 07 a las 15:47;3.6°C el 07 a las 06:54;92% el 07 a las 23:59;46% el 07 a las 14:55;1014.6 hPa el 07 a las 23:27;1006.5 hPa el 07 a las 01:31;14.8 km/h el 07 a las 16:55;25.9 km/h  del 264°(O) el 07 a las 10:52
8;Abril;2019;10.3°C;81%;6.7°C;1012.4 hPa;1.5 km/h;4.2 km/h;226° (SO);11.0 mm;40.0 mm;0.2 mm el 08 a las 22:32;16.2°C el 08 a las 18:01;7.2°C el 08 a las 23:59;98% el 08 a las 10:23;48% el 08 a las 18:32;1014.4 hPa el 08 a las 00:04;1010.4 hPa el 08 a las 19:05;14.8 km/h el 08 a las 22:25;29.6 km/h  del 290°(ONO) el 08 a las 22:17
9;Abril;2019;8.1°C;78%;4.1°C;1012.8 hPa;2.8 km/h;6.5 km/h;278° (O);12.4 mm;41.4 mm;0.2 mm el 09 a las 14:43;13.8°C el 09 a las 18:36;4.6°C el 09 a las 08:10;93% el 09 a las 08:45;41% el 09 a las 18:03;1014.6 hPa el 09 a las 23:21;1011.0 hPa el 09 a las 17:32;20.4 km/h el 09 a las 19:53;31.5 km/h  del 275°(O) el 09 a las 19:53
10;Abril;2019;9.6°C;65%;3.2°C;1014.0 hPa;4.6 km/h;8.9 km/h;286° (ONO);12.4 mm;41.4 mm;0.0 mm el 10 a las 23:59;14.3°C el 10 a las 17:28;6.6°C el 10 a las 00:53;85% el 10 a las 00:07;44% el 10 a las 17:30;1016.8 hPa el 10 a las 23:59;1012.8 hPa el 10 a las 17:26;18.5 km/h el 10 a las 13:10;31.5 km/h  del 284°(ONO) el 10 a las 12:36
11;Abril;2019;9.6°C;60%;1.5°C;1017.9 hPa;0.4 km/h;1.5 km/h;302° (ONO);12.4 mm;41.4 mm;0.0 mm el 11 a las 23:59;15.5°C el 11 a las 16:53;3.0°C el 11 a las 08:08;87% el 11 a las 09:11;35% el 11 a las 17:45;1019.2 hPa el 11 a las 23:51;1016.6 hPa el 11 a las 00:04;7.4 km/h el 11 a las 19:23;18.5 km/h  del 350°(N) el 11 a las 20:38
12;Abril;2019;10.6°C;57%;1.6°C;1018.0 hPa;1.3 km/h;3.1 km/h;306° (NO);12.4 mm;41.4 mm;0.0 mm el 12 a las 23:59;18.3°C el 12 a las 18:00;2.7°C el 12 a las 07:27;85% el 12 a las 07:35;30% el 12 a las 16:56;1019.4 hPa el 12 a las 11:31;1015.7 hPa el 12 a las 18:19;13.0 km/h el 12 a las 20:11;22.2 km/h  del 273°(O) el 12 a las 19:41
